content,Class
"Fuck you, you piece of shit 

Fuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of sh",Abusive
"""
Truth is not always polite. Malleus does act like a dick, and I'm not going to mince words. Nor am I going to pretend it's okay to sit idly by when I'm being attacked out of nowhere. Christ, what the hell is wrong with you people? Perfectly okay for Malleus to randomly show up and start attacking me, not okay for me to be pissed off about it. Gah. →  ₪ """,Abusive
"Gorlitz!  -  Stop screwing with me on the Amy G. you frigging Nazi or I'll report you to the Wiki Board.  Goto Hell you hypocrital
POS!",Abusive
"HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!!
WHEN MY BAN EXPIRES TOMMORROW IM COMING AFTER YOUR GAY ASS ACCOUNT!!!",Abusive
ONCE AGAIN JD UK IS A FUCKING FAGGOT FUCKER WHO DESERVES TO BE BEATEN WIT DA UGLY STICK,Abusive
", you stupid ass fucker, retarded whore, incompetent loser! I'm unblocked! Miss Ciara 15:52, 8 June 2006",Abusive
"Mr. Viligante! 

Dear Mr. Ioeth whateverthefuck,

You Being a vigiliante and blocking me doesnt impress me. Fuck you. You think your important for blocking people on wikipedia? You don't impress me. I think you're a douchette. Vaffanculo. Tu Fai Schifo sempre (Italian if you were curious).

A blockee 
(70.146.22.102  )",Abusive
"Listen you officious asshole. One of the worst thing about Wikipedia is the busybodies who needlessly waste everyone's time by reverting obviously true info with the dumbass comment 'oh that's not sourced' - 99.99999% of wikipedia is not sourced. nothing else in that article is sourced, yet you take time to delete my addition and send me a message. You fucking no-life wanker. I'll just revert it time and time again and you can suck my fucking cock if you don't like it. 
asshole. get a life, seriously. maybe you have zero control in your life and this gives you the illusion you are not a total loser and powerless wimp. well, you're deluded. fuck you eternally.

plus, I'm going to deface your bio repeatedly, because you suck at life.",Abusive
"Fucking krauts 

Learn to speak English you fucking dirty kraut!",Abusive
THIS IS THE WORSTEST SONG EVER MADE IN THE HISTORY OF HISTORY OF HISTORY!! MY EARS WERE FALLING OUT THERE SOKITS WIL I WUZ LISTENONG TO THIS STUPID AWFUL TRASH DISGUISED AT HALLOWEEN AS 'MUSIC' IS AWFUL I HATE KATY PERRY %$Y AND HER SONGS ARE A PRIME CAUSE OF DEAFNESS AND OO OPOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,Abusive
"I am going to pull your pants down and insert a large phallus into your bunghole. 

I bet it's going to be the only action you got in years, you fat tranny.",Abusive
"Eat Horse Shit!!!! 

You are a fat nerd and you smell like cat pee. Go to Hell!",Abusive
"LION KING IS THE BEST FROZEN SUCKS  

LION KING IS SO MUCH BETTER THAN THIS FUCKING SHITE",Abusive
"i don't care, and i will ignore this warning, Fucking Bitch...",Abusive
"I don`t 

and don`t accuse me. and if you don`t have time so why you`re making that to Preity??? leave her. son of bitch. I am not the one whom you have blocked and if it had been me you couldn`t have done nothing in any case. Stupid asshole.",Abusive
"I LOVE SUCKING COCK!  

GIVE ME CUM OR GIVE ME DEATH!",Abusive
"Please stop wasting everybody's time and visit this page: Toilet paper. You can see for yourself if the edit was constructive or original or destructive or whatever. I do not have the time to waste on human faeces like you seem to. So, I guess I will stay out of this shit and let you do the good work. 70.76.85.36",Abusive
"Flewis stop sprouting nonsense. 

U freaking bastard.",Abusive
"You better fuck off 

Ruddy shit fuck!",Abusive
"jews and Iasi
during the iasi history many things happened. It was burned several times by turks, russian,  but says nothing about that. Iasi is not a jewish city so take your jewish shit and place it in Palestina. We made a country for jews so do not bother us. jews are aggressive people and very dangerous. You should write about the holocaust of jews against Palestinians!!! I am sure that in future there will be museums of holocaust made by jews against Palestinians!",Abusive
you fucking little retard!!!,Abusive
""" Wikipedia editors are fuckin cuntrags that should shut the fuck up cause they are nothing but mindless drones. fuck you and ur """"internet"""" thug. you fuckin homo thugs. 

""",Abusive
what a complete fucking blowhard he is,Abusive
Eater gothamist and gawker are the lowest tmz scandal gossip rags. Not reputable sources. These articles are written by famewhore troll douches.,Abusive
10fags fags fcockc dick0,Abusive
"""

A Blast from the past

I was interested to read in your hidden DXRAW talk page that not long before you changed your name the following message was posted:

""""WHY DID YOU REMOVE MY EDIT, YOU CANCER RIDDEN CUNT. IT WAS CORRECT BUT YOU ARE A FUCKING IDIOT WHO CHANGES ANYTHING YOU DON´T LIKE.""""

On reading the details of the Nicholas Saunders (professor) deletion debate, I see that you haven't changed one little bit. How does it feel to be the mosted despised editor on Wikipedia. You can change your name as often as you like but nothing will help your social skills.  """,Abusive
"A message from Jasonceyre 

   f uc k you hoe you a b i t c h i do what i want",Abusive
"wang, you are an idiot. The difference between you and my 2 year old is not only that my 2 year old is more intelligent but he is not the cowardly atheist backstabbing Communist, nor the Wikipedia Stalker that like to be, hiding behind a keyboard. I dare you to execute any plan, whatever it might include.",Abusive
"You're a fucking nerd. Don't you have anything else to do in life than play video games? This is what I think of all speedrunners. And you're a fag trying to brag about yourself in an older edit of Nightfire, cuz while some think you might be amazing, others like me think you have no life and are probably NEVER gunna get laid. But you're fine with that right? You'd much rather be making speedruns. 75.69.241.174",Abusive
FUCK YOU DIRTY FUCKERS,Abusive
"Hey. 

You wanna get raped in the butt?",Abusive
you be polite next time being a rude fag will get you know where.,Abusive
F-U-C-K OFF SLANT EYE CHINK,Abusive
"She is a Motherfucker 

I will block you Motherfucker, Shit, bitch, punch, kill, swear, do nudity, so shut up, frickin around give you drugs, call you names like shit, fuck, bum, poo, damn! so fucker, you will be blocked and dead you shit and fuck, and I will do the rude finger sign. You fucker get bad new messages bum, oh shit.",Abusive
Suitecivil your a pussy ass bitch i'd fucken kick your ass any fucken day you little bitch face cunt fuck you and fuck barcelona.,Abusive
"Now that Specifico has chimed in with the usual bullshit, it is time to close this discussion.  –",Abusive
"Are you lost, stupid fucking idiots",Abusive
PS: Cannucks suck balls. I believe they are better known as CanSUCK ...... my balls,Abusive
"""
What a dumbass you are """"SlimVirgin"""" (which makes me realise that you are obviously a fat slapper).  I *DO* stay within the rules, it's you who makes up their own.  (talk) """,Abusive
""" 2006 (UTC)
wrong, bananas can be used. Don't use an over-ripe one if you are finding it to be too soft, remember even a fully erect and hard cock is not that """"hard""""! Some girls think the trick of putting a peeling banana inside a condom is the best way to simulate the real life cock for it's feel.  Talk 19:02, 15 December""",Abusive
Hey idiot! What's this fucking and animal language?! Write in English you subhuman Turk (Turd). 114.179.18.37,Abusive
"SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK ME
 SUCK MENEW",Abusive
"Why you Little...
I hope you get banned from Wikipedia someday! And you will! We will meet again you stupid Singaporan fool! But for now, I shall take my break from you, so long FOOL! HAHAHAHAHAHAHAHAHAHAHAHAHA! (Disapears into a puff of smoke).",Abusive
"Now, Tony, why do you want to be known as the typical right-wing, born-again Christian fist-fuckee of 2006?",Abusive
"o feel sorry for you, fuck off you american bastard",Abusive
"hey idiot 

quit fucking with the sentry gun page. you leave in links to other peoples sites but through your blatant hypocrisy you take mine out. what is my site about? sentry guns. well god damn, that couldn't be any more relevant could it? it all boils down to opinions. you have your opinion of what's relevant and i have mine. all it is is your opinion nothing more. it is no more legitimate than the opinion of anyone else. the problem is, for no reason of any validity, you've been given extra abilities. you're still the same idiot, but with more of a vote. go fuck yourself. you have no sense of unbiased logic. i do not care about what you think is appropriate or not as you are irrelevant.",Abusive
"""What part of """"you're an idiot"""" don't you understand?  Why are you unwilling to discuss this?  You just want to hide behind your little rules.  Wikiloser.  -)

""",Abusive
"Be nice and don't be a dick, or I will kick your ass.",Abusive
"I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, then drowned in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. Sometimes people tell me I should get this plague, but I'd rather slit my bollocks open and pour burning acid over them and let your mum bite them off, Tasty eh?",Abusive
PABLO FLORES IS A PIECE OF HUMAN DOGSHIT AND A FUCKING BASTARD,Abusive
"""
I just thought you should know I think you are a fucking idiot and I don't care if someone removes huggle privilages. I'm only here preventing idiots like you from updating Wiki without proof.   Chat  """,Abusive
Hitler is an asshole.,Abusive
NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER,Abusive
hi shit head go fuck yourself!!,Abusive
"I did notice the Polka dick of course. Beautiful. Send me any Pat comics you deem worthy, as I love reading them.",Abusive
"So that's the bullshit they teach you in England? No wonder you Europeans are so fucked up and genocidal. You Christians and Muslims gained all your territories by right of conquest and thinks it's okay, yet you think Jews are evil Nazis when they do the same thing.

You are obviously British, and you sound like a Communist. Communists are just as evil and very similar to Nazis. You are the ones who started the slavery in the Americas in the first place. You are the ones who illegally colonized and occupied the world in the first place. You are the ones who made it illegal for Jews to return to Israel and denied them entry into Britain and British colonies during World War II, thus helping the Germans carry out the Holocaust. Furthermore, you show yourself to be a typical anti-Semite. You lie and say that Jews colonized Israel. Jews did not colonize Israel. Jews returned to Israel. The Arabs were the ones who illegally colonized and continue to illegally occupy Israel. Nableezy is also an anti-Semite. He is an Arab supremacist and claims that Israel is “genocidal, Jewish supremacist, racist, terrorism sponsor, human rights violater (sic), misogynist, fanatic, and repressive.” Europeans and Muslims should not be allowed to edit articles about Jews. I suggest you cease and desist from defaming Jews and withdraw yourselves from the so-called “WikiProject Israel Palestine Collaboration.”",Abusive
"""

Whatever I'm leaving this shit hole. Wikipedia is filled with biased neo-conservatives who don't even follow their own policies. Administrators break the rules, and when confronted they come up with stupid excuses like """"Wikilawyering"""".

 """,Abusive
"Reasons why I hate you 

1. You wrote on my page. Die. Die now bastard.

2. Being annoyingly quick at editing. You are gay.

3. Anally savaging my pets.",Abusive
Let me give you a clue. I don't give a fuck what you think. About anything.  Fatuorum,Abusive
"If i'm blocked for this edit, that admin has no balls, no life || J.delanoy is an imbecilic bootkissing social-inept. Pwned me? I will return again and again to haunt your ass! 

you suck

nuff' said

ha

ha

ha",Abusive
"just what the fuck do you think you are doing, unblock 195.93.21.74. i have done shit all wrong and i need to ask a question at the reference desk, fucking slag.",Abusive
